date,open,high,low,close,adj_close,volume,dividends,stock_splits,ticker,ret_1d,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_sadness,nrc_surprise,nrc_trust,nrc_positive,nrc_negative,nrc_net_sentiment,hf_very_negative_score,hf_negative_score,hf_neutral_score,hf_very_positive_score,hf_positive_score,fb_neutral_score,fb_positive_score,fb_negative_score,fb_net_sentiment,n_calendar_source_days,n_posts,nrc_anger_lag1,nrc_anticipation_lag1,nrc_disgust_lag1,nrc_fear_lag1,nrc_joy_lag1,nrc_sadness_lag1,nrc_surprise_lag1,nrc_trust_lag1,nrc_positive_lag1,nrc_negative_lag1,nrc_net_sentiment_lag1,hf_very_negative_score_lag1,hf_negative_score_lag1,hf_neutral_score_lag1,hf_very_positive_score_lag1,hf_positive_score_lag1,fb_neutral_score_lag1,fb_positive_score_lag1,fb_negative_score_lag1,fb_net_sentiment_lag1,nrc_net_sentiment_ew,nrc_net_sentiment_ew_lag1,soxx_ret_1d,spy_ret_1d,vix_ret_1d,hf_net_4_lag1
2023-01-04,14.56700038909912,14.852999687194824,14.241000175476074,14.74899959564209,14.733453750610352,431324000.0,,,NVDA,0.0303180337430801,0.125,0.375,0.125,0.125,0.125,0.125,0.0,0.25,0.5,0.125,0.375,0.0538,0.10655,0.6704125,0.0607625,0.1084625,0.875075,0.0669375,0.058025,0.0089125,1.0,,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333337,1.6666666666666663,0.3333333333333333,1.3333333333333337,0.0493,0.0779,0.3754999999999999,0.2100833333333333,0.28725,0.7424333333333335,0.2161833333333332,0.0413333333333333,0.17485,0.375,1.3333333333333337,0.0257407810689445,0.007720090885966,-0.0388646028154632,0.3701333333333333
2023-01-05,14.491000175476074,14.564000129699709,14.14799976348877,14.265000343322754,14.249963760375977,389168000.0,,,NVDA,-0.032815794478219,0.2,0.2,0.0,0.2,0.3,0.3,0.1,0.5,0.5,0.4,0.1,0.04721,0.1321,0.71472,0.03929,0.06671,0.79999,0.08639,0.11359,-0.0272,1.0,,0.125,0.375,0.125,0.125,0.125,0.125,0.0,0.25,0.5,0.125,0.375,0.0538,0.10655,0.6704125,0.0607625,0.1084625,0.875075,0.0669375,0.058025,0.0089125,0.1,0.375,-0.0168619622461467,-0.0114134872761889,0.0204451999505355,0.008875
2023-01-06,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.84333610534668,405044000.0,,,NVDA,0.0416402704560314,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0223666666666666,0.036,0.7948,0.0857666666666666,0.0610666666666666,0.9167,0.0665,0.0168666666666666,0.0496333333333333,1.0,,0.2,0.2,0.0,0.2,0.3,0.3,0.1,0.5,0.5,0.4,0.1,0.04721,0.1321,0.71472,0.03929,0.06671,0.79999,0.08639,0.11359,-0.0272,0.0,0.1,0.0465323856582851,0.022932010768079,-0.0592163837008136,-0.0733099999999999
2023-01-09,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.611527442932127,504231000.0,,,NVDA,0.0517532805383784,0.4464285714285714,0.5178571428571428,0.0,0.0714285714285714,0.3392857142857142,0.0,0.5178571428571428,0.4642857142857142,0.9285714285714286,0.1964285714285714,0.7321428571428572,0.1131374999999999,0.1356214285714285,0.5664053571428571,0.0843517857142857,0.1004642857142857,0.7003482142857143,0.2629446428571428,0.0366892857142857,0.2262553571428571,2.0,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0223666666666666,0.036,0.7948,0.0857666666666666,0.0610666666666666,0.9167,0.0665,0.0168666666666666,0.0496333333333333,0.7321428571428572,0.0,0.0184233013331436,-0.0005667417810752,0.0397539132016422,0.0884666666666666
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.892230987548828,384101000.0,,,NVDA,0.0179805304537183,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,2.0,1.6666666666666667,0.0,1.6666666666666667,0.0175666666666666,0.0274,0.8661,0.0403666666666666,0.0486,0.7153333333333333,0.2727333333333333,0.0119333333333333,0.2608,1.0,,0.4464285714285714,0.5178571428571428,0.0,0.0714285714285714,0.3392857142857142,0.0,0.5178571428571428,0.4642857142857142,0.9285714285714286,0.1964285714285714,0.7321428571428572,0.1131374999999999,0.1356214285714285,0.5664053571428571,0.0843517857142857,0.1004642857142857,0.7003482142857143,0.2629446428571428,0.0366892857142857,0.2262553571428571,1.6666666666666667,0.7321428571428572,0.0129330123728033,0.0070129026772209,-0.0632680670501215,-0.063942857142857
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.984131813049316,353285000.0,,,NVDA,0.0057827516836679,0.25,1.0,0.5,0.75,1.0,0.5,0.25,1.75,1.5,1.0,0.5,0.23985,0.074325,0.61645,0.03455,0.0348,0.756675,0.10025,0.14305,-0.0428,1.0,,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,2.0,1.6666666666666667,0.0,1.6666666666666667,0.0175666666666666,0.0274,0.8661,0.0403666666666666,0.0486,0.7153333333333333,0.2727333333333333,0.0119333333333333,0.2608,0.5,1.6666666666666667,0.012901028375243,0.0126477756789482,0.0247813523213071,0.0439999999999999
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.493593215942383,551409000.0,,,NVDA,0.0318729480494615,0.0,0.2,0.0,0.0,0.6,0.0,0.4,1.0,1.8,0.2,1.6,0.06568,0.0908,0.72574,0.0464,0.07138,0.7689999999999999,0.0859399999999999,0.14504,-0.0591,1.0,,0.25,1.0,0.5,0.75,1.0,0.5,0.25,1.75,1.5,1.0,0.5,0.23985,0.074325,0.61645,0.03455,0.0348,0.756675,0.10025,0.14305,-0.0428,1.6,0.5,0.012158022478494,0.0036407242460854,-0.1071598014476314,-0.244825
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.881183624267578,447287000.0,,,NVDA,0.0234994523783063,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.5,0.6666666666666666,0.1689833333333333,0.1940833333333333,0.37575,0.1738166666666666,0.0873666666666666,0.8443166666666667,0.1118333333333333,0.0438333333333333,0.0679999999999999,1.0,,0.0,0.2,0.0,0.0,0.6,0.0,0.4,1.0,1.8,0.2,1.6,0.06568,0.0908,0.72574,0.0464,0.07138,0.7689999999999999,0.0859399999999999,0.14504,-0.0591,0.6666666666666666,1.6,0.0041339228988201,0.0038795687300841,-0.025491213180093,-0.0387
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.683340072631836,511102000.0,,,NVDA,0.0475177846659469,0.1875,0.6875,0.125,0.25,0.5625,0.1875,0.75,1.1875,1.25,0.625,0.625,0.01983125,0.0445749999999999,0.76909375,0.0473749999999999,0.1191499999999999,0.6829000000000001,0.1587062499999999,0.1583937499999999,0.0003124999999999,4.0,,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.5,0.6666666666666666,0.1689833333333333,0.1940833333333333,0.37575,0.1738166666666666,0.0873666666666666,0.8443166666666667,0.1118333333333333,0.0438333333333333,0.0679999999999999,0.625,0.6666666666666666,0.0011393750786725,-0.0018319129590507,0.0550408832635098,-0.1018833333333333
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.358684539794922,439624000.0,,,NVDA,-0.0183594010805332,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-2.0,0.015,0.0164,0.927,0.021,0.0206,0.9245,0.0645,0.011,0.0535,1.0,,0.1875,0.6875,0.125,0.25,0.5625,0.1875,0.75,1.1875,1.25,0.625,0.625,0.01983125,0.0445749999999999,0.76909375,0.0473749999999999,0.1191499999999999,0.6829000000000001,0.1587062499999999,0.1583937499999999,0.0003124999999999,-2.0,0.625,-0.0052502969565341,-0.0157880710324742,0.0506198094700645,0.1021187499999999
