ticker,sentiment,target,model,n,accuracy_insample,baseline_accuracy_insample,acc_minus_baseline_insample,pseudo_r2_mcfadden,llf,auc_insample,time_split_accuracy,time_split_baseline_accuracy,time_split_acc_minus_baseline,time_split_auc,time_split_n_train,time_split_n_test,walkforward_accuracy,walkforward_baseline_accuracy,walkforward_acc_minus_baseline,walkforward_auc,walkforward_n_predictions
AMD,NRC_net,fwd_5d,logit_level_lag1,588,0.5544217687074829,0.532312925170068,0.022108843537414935,0.0019394232713507709,-405.55372613606573,0.5170374673250073,0.4217687074829932,0.5782312925170068,-0.15646258503401356,0.5386148007590132,441.0,147.0,0.5360824742268041,0.5231958762886598,0.012886597938144284,0.5223805085874051,388.0
AMD,NRC_net,fwd_5d,logit_level_plus_trend5,583,0.5540308747855918,0.5283018867924528,0.02572898799313894,0.002425054913500535,-402.19263442193414,0.522443919716647,0.4315068493150685,0.5753424657534246,-0.14383561643835613,0.5372503840245776,437.0,146.0,0.5352480417754569,0.5221932114882507,0.01305483028720622,0.5083879781420765,383.0
AMD,NRC_net,fwd_5d,logit_level_plus_trend10,578,0.5484429065743944,0.527681660899654,0.02076124567474047,0.0033210163864817455,-398.42521858299983,0.5319341860325467,0.42758620689655175,0.5724137931034483,-0.14482758620689656,0.5548970073843762,433.0,145.0,0.5370370370370371,0.5158730158730159,0.021164021164021163,0.5202466022138152,378.0
AMD,NRC_net,fwd_5d,logit_level_plus_trend15,573,0.5340314136125655,0.525305410122164,0.008726003490401424,0.0024322391449250746,-395.4749291037874,0.5220649306234122,0.4513888888888889,0.5694444444444444,-0.11805555555555552,0.5413060582218726,429.0,144.0,0.5227882037533512,0.5093833780160858,0.013404825737265424,0.5132873166522864,373.0
AMD,HF_net_4,fwd_5d,logit_level_lag1,588,0.532312925170068,0.532312925170068,0.0,8.623915521188685e-05,-406.3067522960406,0.5132500726110949,0.4217687074829932,0.5782312925170068,-0.15646258503401356,0.5172675521821632,441.0,147.0,0.5231958762886598,0.5231958762886598,0.0,0.5223272533617362,388.0
AMD,HF_net_4,fwd_5d,logit_level_plus_trend5,583,0.5265866209262435,0.5283018867924528,-0.0017152658662092923,0.00262420858053658,-402.11234156935745,0.5337190082644627,0.4246575342465753,0.5753424657534246,-0.1506849315068493,0.5602918586789554,437.0,146.0,0.5169712793733682,0.5221932114882507,-0.005221932114882533,0.5153551912568306,383.0
AMD,HF_net_4,fwd_5d,logit_level_plus_trend10,578,0.527681660899654,0.527681660899654,0.0,2.4648808343519235e-05,-399.74295076602226,0.4999459556836606,0.42758620689655175,0.5724137931034483,-0.14482758620689656,0.47298872910998835,433.0,145.0,0.5158730158730159,0.5158730158730159,0.0,0.5173882583718649,378.0
AMD,HF_net_4,fwd_5d,logit_level_plus_trend15,573,0.5305410122164049,0.525305410122164,0.005235602094240899,0.0004817569732079585,-396.2481766252559,0.5129592534688294,0.4305555555555556,0.5694444444444444,-0.13888888888888884,0.536978756884343,429.0,144.0,0.5093833780160858,0.5093833780160858,0.0,0.5160195570894449,373.0
AMD,FB_net,fwd_5d,logit_level_lag1,588,0.5476190476190477,0.532312925170068,0.015306122448979664,0.0015729127253879538,-405.70265468915073,0.5081614870752251,0.4217687074829932,0.5782312925170068,-0.15646258503401356,0.496584440227704,441.0,147.0,0.5257731958762887,0.5231958762886598,0.002577319587628857,0.5286379976035148,388.0
AMD,FB_net,fwd_5d,logit_level_plus_trend5,583,0.5454545454545454,0.5283018867924528,0.01715265866209259,0.00560870095068533,-400.90908275188764,0.5414757969303424,0.4246575342465753,0.5753424657534246,-0.1506849315068493,0.490015360983103,437.0,146.0,0.5248041775456919,0.5221932114882507,0.0026109660574411553,0.527568306010929,383.0
