uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:fa5qnbz6fxjmqg7m4347hayy/app.bsky.feed.post/3lbaedpckvo22,bafyreig45lrgyeqtmk6ftksdwppgeybazgpxtj42xxtrv7z43xvbkhuuoq,kityleothekity.bsky.social,Kity Leo,"I’m, climed on an tabel, when , Abew was etign, amd, Ambwew leted me , ET AN DUKC ,",2023-01-29T18:30:47.000Z,0,0,0,0,AMD
at://did:plc:lhix3ly5xfvgtksrifgyji5q/app.bsky.feed.post/3leilsrq5pd2m,bafyreihgsqgde4x6rtdixqf4hreto6uzve5m23yxsf6yakwisyklzgiae4,drtlovesbooks.bsky.social,"Steve ""It's TAY-tro"" Tetreault","Venting to my therapist about work amd library-world related stresses, and she says I should step away from that stuff and physically go somewhere that gives me joy.

Therapist: Where might that be?
Me: *automatically* The library.

We laughed, but the lib IS my Happy Place.",2023-01-28T14:16:44.000Z,0,0,1,0,AMD
at://did:plc:e6ntz3tzzku22um5jlyextfw/app.bsky.feed.post/3ln5kmzw3ux2w,bafyreicerrlmw3334of2zpxom77oqwjyn2d4hlsh2y5tdxps2glq3emlwi,torindarkflight.bsky.social,Torin Darkflight ΘΔ,"Retired a laptop at work, so I brought it home to play around with. It's got an AMD E-300 APU (1.3GHz dual-core). It's basically AMD's equivalent of first-gen Atom...and it is pathetically slow, even when it was new. Just for shits, I ran Cinebench R20 on it. It scored 68. X3",2023-01-22T07:25:26.000Z,0,0,0,0,AMD
at://did:plc:fjsmdevv3mmzc3dpd36u5yxc/app.bsky.feed.post/3jmguzmyb6b2e,bafyreiamvemztfzpw4ssbal4apqokpbbwddedtr3wr22zky3l3dl2oentq,hnbot.bsky.social,,"GPU Caching Compared Among AMD, Intel UHD, Apple M1",2023-01-16T11:39:51.631Z,0,0,0,0,AMD
at://did:plc:cuxsmq4wey6zjl3owpz7zcry/app.bsky.feed.post/3lbak64w5qy24,bafyreieleqcljyt4vnnqixikkb3wtv2gmbf7katc7j2vshsmtqr6ekwkuy,shizuumi151.bsky.social,umi (.❛ ᴗ ❛.) | 🇭🇰🇵🇸,Omg he's grateful for bokjto AMD HIS TIGHT SHIRT DJKWJD FUCK I N SO EZCITED THIS FIC IS WVERYHTIJG DUCK,2023-01-15T10:09:37Z,0,0,1,0,AMD
at://did:plc:fjsmdevv3mmzc3dpd36u5yxc/app.bsky.feed.post/3jm4kki3xlx2h,bafyreiawyd7ee3vg6xszysnxj4a4sikx5ue56y32oawxfnydxnfknwtg4e,hnbot.bsky.social,,System76 AMD-Only Laptop Returns,2023-01-12T09:05:48.390Z,0,0,0,0,AMD
at://did:plc:rkmtcov6a5klj3zfjpdzlutl/app.bsky.feed.post/3lbn4ifku2b2b,bafyreigdkr4we6ijnwcoatp6u7oy6stk4uyc3mj2pdsvmlgglffd3ugm24,mgtmccartney.bsky.social,Margaret McCartney,There is no way I would get into medical school now amd I would totally fail all those SJTs. But they are also horrific: what happened to encouraging people to think for themselves? They don’t reflect reality. Medicine NEEDs rebels,2023-01-11T20:25:57Z,0,0,0,0,AMD
at://did:plc:cuxsmq4wey6zjl3owpz7zcry/app.bsky.feed.post/3lbab36dx5c2g,bafyreihtwpkk5pz7oibldspelnctgiqj7sb22cybn7b7ib33loetqmhu3m,shizuumi151.bsky.social,umi (.❛ ᴗ ❛.) | 🇭🇰🇵🇸,NSFW ish but oh my god DOM OSAMU AMD BOTTOM BOKUTO????? AKSJJSKAKSJJDJD BLESSED BE THIS MF DAY,2023-01-11T13:44:10Z,0,0,1,0,AMD
at://did:plc:mwy2pg3koklsnoxykzvfynrl/app.bsky.feed.post/3lbmlepaabt2g,bafyreiea2e7atc7bpji5y22ew2tizbvqxrdb7a63uz3jhnz7khhrmqbtdq,wild-c.bsky.social,Wild_C,"So AMD stated that the AIE in Ryzen 7040 / Phoenix Point can achieve ""Up to 12 AI TOPS""

Assuming this is INT4, we're probably looking at 8 AIE-ML Tiles @ ~1,46GHz, the slowest Xilinx AIE ever

Make no mistake, this is a low power co-processor much slower than the iGPU",2023-01-05T16:30:57.000Z,1,0,0,0,AMD
at://did:plc:mwy2pg3koklsnoxykzvfynrl/app.bsky.feed.post/3lbmledy4uo2m,bafyreichvn4osytnban56srenql34apvt7y2keqzy4qlhksgwebcretscq,wild-c.bsky.social,Wild_C,"The Alveo V70 Inference accelerator AMD showed at CES confirms that the ""XDNA"" architecture is just a rebrand of the Versal Architecture Xilinx released in 2019

The specs of the Alveo V70 indicate it's using a Versal AI Core VC2802 Adaptive SoC @ 1.3GHz

xilinx.com/applications/d…",2023-01-05T13:09:16.000Z,0,0,0,0,AMD
at://did:plc:zfe7tmbjiq2xnusrt35irdjz/app.bsky.feed.post/3lbigsbyz6a2w,bafyreia7lho4i6poh7npreeqd5yrypcn36in2mrckekt572k5uau5opn3u,wsjudd.bsky.social,Will Judd 威廉,"Intel...
https://www.eurogamer.net/digitalfoundry-2023-amd-announces-long-awaited-ryzen-7000x3d-cpus-to-take-the-fight-to-intels-13900k",2023-01-05T12:22:18Z,0,0,0,0,AMD
at://did:plc:qualm5lvwbxqk2vi7sn2gbrm/app.bsky.feed.post/3lbfavq4wsh2z,bafyreiabntz5urifevagwbaigueoxh7ldbcnd2ilxa7x6i2f6e7aze5kie,gegogi-arc.bsky.social,gegoxx@twitter,"이런 뜬 구름 잡는 소리는 그만하고 기본에 좀 충실하자.
https://www.theverge.com/2023/1/4/23539873/microsoft-panos-panay-ai-windows-amd-ces-2023",2023-01-05T07:28:37.000Z,0,0,0,0,AMD
at://did:plc:poahmg6q6kqlyr77dmpy4w5p/app.bsky.feed.post/3lgabfdcdaj2n,bafyreie5vv6uucjooftqu7v6lyzi2owvveqnymsnn3q23corha4ublqg5e,jerbearz.bsky.social,JerBear,"The counting down amd the line ""You asked me what my sign was and I told you it was STOP."" Like rent was due and they were hell bent on keeping the lights on.

x.com/cuntsuguru/sta…",2023-01-04T05:02:24.000Z,0,0,0,0,AMD
at://did:plc:5shwoqv3lkxu7exnyba3fgp4/app.bsky.feed.post/3li3lf7rgr22s,bafyreifdp6h2ndg54po3sf6oqeeijw7qpxpq64oxyldgxwv4wejeymtkou,paultjia.bsky.social,Paul Tjia,"

https://www.computable.nl/artikel/nieuws/carriere/7463185/250449/asml-kreeg-vorig-jaar-300000-sollicitanten.html",2023-01-27T12:12:00Z,0,0,0,0,ASML
at://did:plc:5shwoqv3lkxu7exnyba3fgp4/app.bsky.feed.post/3li3l44kkc726,bafyreid3zhujbxh3oaj6ablevxnaop5n2w2hujv5sdf5cb2dad5hega6x4,paultjia.bsky.social,Paul Tjia,Nederlands grootste hi-techbedrijf ASML kreeg in 2022 liefst 300.000 sollicitaties. Daarvan werden er tienduizend aangenomen. Drie op de vijf nieuwe medewerkers komen van buiten Nederland....,2023-01-27T12:11:59Z,0,0,1,0,ASML
at://did:plc:lg6hkdrtipy2it5hxwgv4a62/app.bsky.feed.post/3laesnynfdq2u,bafyreia5o43gq32i5xhdq4ws2g5tu7kf3p7w2fdi2wjt4gbrbyj3aydcey,mattsteinglass.bsky.social,Matt Steinglass,Dutch people who hate bakfietses baffle me. They’re amazing. Outside ASML they’re the greatest engineering innovation this country has produced in the last 50 years.,2023-01-27T09:30:05Z,0,0,1,0,ASML
