uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:xy2ooquvwryzpx7hdatcx3zt/app.bsky.feed.post/3lbm4qodaps2o,bafyreicwpfpmvpykolht5hkuxx2yncvj5nuvi6lgmu5xuyxu43dp3fykyy,meettomatch.bsky.social,MeetToMatch,"The @XPGamingInc Summit has announced major partnerships with video game industry leaders including @Ubisoft, @Behaviour Interactive, @AMD, @awscloud, @gameloft , and @CertainAffinity for their event in Toronto, April 20-21. 🇨🇦
Get your tickets...",2023-03-30T14:08:03Z,0,0,1,0,AMD
at://did:plc:okizfeln5gbwzt7fsctse4nx/app.bsky.feed.post/3lagy4qfv4q2n,bafyreigoc4c4nl75oy67maq3ccl3s3gs4ryalq6rsdduilvath5zsytlo4,glitch.mov,Addie / EposVox,"OBS 29.1 (releasing soon) will bring support for Nvidia and Intel AV1 encoding (and HEVC) when choosing YouTube - RTMPS in your stream settings. (AMD support coming soon.)
This also means existing HEVC streams can happen over RTMPS instead of HLS, which can mean lower latency.",2023-03-27T19:29:24Z,0,0,1,0,AMD
at://did:plc:baglxmt2hfmzfaddt7a2xj27/app.bsky.feed.post/3lbddroopu52a,bafyreicmjc526suejrbydcksjraom5z7nlfkhudzhbxkntbdzagq2kbmri,markrussinovich.bsky.social,Mark Russinovich,"The recording of the chat between me, Mark Papermaster (CTO & EVP, AMD), Greg Lavendar (CTO, Inte) and Ian Buck (VP, NVIDIA) on confidential computing at the OC3 Conference from a few weeks ago is now online: https://www.youtube.com/watch?v=Q7Jay_db5Qo",2023-03-25T00:18:43.000Z,0,0,0,0,AMD
at://did:plc:fjsmdevv3mmzc3dpd36u5yxc/app.bsky.feed.post/3jrmks5sr722p,bafyreieasj243tbjwzh3zaxpi2awpfzk7v6irmuraw2kwwrzbjt7fdxlee,hnbot.bsky.social,,"Framework announces AMD, new Intel gen, 16“ laptop and more",2023-03-23T09:58:39.981Z,0,0,0,0,AMD
at://did:plc:poahmg6q6kqlyr77dmpy4w5p/app.bsky.feed.post/3lgcnjmracn25,bafyreieluwnjscay4zvjy2fi6ckwdaxlrr5mi4ob6ptzry2y2u66itfsky,jerbearz.bsky.social,JerBear,Finishing up Fearless today! Idk what the opinions on the songs are but Forever amd Always is the best song right? (I've only reached The Other Side of The Door),2023-03-20T14:33:03.000Z,0,0,1,0,AMD
at://did:plc:gid2yvpqr6izxpzqrxaggavz/app.bsky.feed.post/3ldp3py4whn2i,bafyreibyqtvwa7yo7fii652bohcwvksl25jbo6mvfwx4fjug6lz7pl2hdy,vareta.space,Vareta,tao bonitinho ver a amd massacrando a intel,2023-03-15T18:25:06.000Z,0,0,0,0,AMD
at://did:plc:okizfeln5gbwzt7fsctse4nx/app.bsky.feed.post/3lagyiksqks2n,bafyreicpygoqi75y3zr6ejqhkjwb6uz6s2t2own7a4qu4glve54ya55ota,glitch.mov,Addie / EposVox,There's one area that AMD is just plain embarrassing Nvidia at the moment... https://www.youtube.com/watch?v=4dXxAkgC5Vk,2023-03-01T21:44:04Z,0,0,0,0,AMD
at://did:plc:okizfeln5gbwzt7fsctse4nx/app.bsky.feed.post/3lagyin6rh42r,bafyreifkej3advi2g66popehzdcmkif74qigcdxs4hg4i66lxxup2lxg64,glitch.mov,Addie / EposVox,AMD please stop with the dumb naming schemes... https://youtube.com/clip/UgkxJaBJQ3jFoYavCzsKy3YriyDexH50mhX1,2023-03-01T03:50:08Z,0,0,0,0,AMD
at://did:plc:rvpsegqxfbghdr4xdou4w6hp/app.bsky.feed.post/3lbfczkerts2m,bafyreiaekzuk7dx6e5ipjli6smsrj4lbgwveuz3ulmk45vlkbon7yac2le,aryosomegumul.bsky.social, Aryo,"Rosyjska organizacja opozycyjna Gulagu net wstrzymuje pomoc w ucieczce byłym wojskowym po tym jak odkryto, że Pawel Filatiew zataił znane mu okoliczności zabójstw Ukraińców, których zatrzymał wspólnie z innyki kolegami z WDW. Osoby aresztowane po torturach były później wieszane…",2023-03-30T06:37:22.000Z,0,0,0,0,MU
at://did:plc:picpued4yx654cw7dd7tfqf6/app.bsky.feed.post/3lgvnehnjae27,bafyreig4lshviw6bg2w76ojk2ikislikuiceo3qo3xpa4fnmb7kc3xcnta,dogwoodalliance.org,Dogwood Alliance,"How much wood goes to #bioenergy? Check out our latest blog to learn more about the impact of #biomass.

dogwoodalliance.org/2023/03/how-mu…",2023-03-30T01:47:01.000Z,0,0,0,0,MU
at://did:plc:uqxjy5yd7vfhpi2btjawby63/app.bsky.feed.post/3lbvqsino4p27,bafyreiakhmce6c3zcft6bmi6rv33c36xni4fqq5o2ppwelrytdoqq2kmty,dare-u-irskoj.bsky.social,,"Razmišljam šta bih od muzike mogao da poslušam pred spavanje i setih se Vangelisa. To me podseti da pogledam da li je živ. Nažalost, vidim, umro je prošle godine, a baš danas, 29. marta, bio bi mu 80. rođendan. Muzika mnogo rabljena '90-ih, ali meni za 10.
https://dir.lat/hqsV5g",2023-03-28T23:47:44Z,0,0,0,0,MU
at://did:plc:c54vmaxhquiocmettp5zgvka/app.bsky.feed.post/3jrygusq27c22,bafyreieloiij46clybk75cxxlnsvmaffjqoqr3hsyjuae5di62ecrbzsf4,mehlika.bsky.social,mefu,@kasim.bsky.social buluşuyoruz mu,2023-03-28T10:20:30.716Z,2,0,1,0,MU
at://did:plc:sxy52z5nr4jwti4sa4bxqxrr/app.bsky.feed.post/3lcepc7wzme2r,bafyreigjlihjtutsn5rcxdtb3djccgls6ah6hakpbfsaxlisr5b2we6r34,bingjiuwus.bsky.social,Song is old and washed... but that's okay,"""What is it?"" YQY looked concerned. ""Mu-shidi, is there damage?""",2023-03-27T04:05:24Z,0,0,1,0,MU
at://did:plc:sxy52z5nr4jwti4sa4bxqxrr/app.bsky.feed.post/3lceogonccf2b,bafyreihntov2ypsymd6qw3dnmsixio5jqse4kwmv6x7p4uw45nhey7i3te,bingjiuwus.bsky.social,Song is old and washed... but that's okay,"_Actually, it was frighteningly easy,_ LQG thought but didn't say. For some reason he didn't think Zhangmen-shixiong would appreciate the comment.

""Won't you let Mu-shidi check your veins, just to be sure?""",2023-03-27T04:05:21Z,0,0,1,0,MU
at://did:plc:sxy52z5nr4jwti4sa4bxqxrr/app.bsky.feed.post/3lcempn5f5q25,bafyreiae5alleugidxmrc6bskkzzqimcmzw37gwu5uc56gzd4t6a4ywyuu,bingjiuwus.bsky.social,Song is old and washed... but that's okay,"He... _was_ alright, wasn't he?

He was perfectly fine, even. No one had even managed to land a scratch on him.

Next to him, Mu Qingfang coughed. ""Shixiong, you look like you've been mauled by a beast.""",2023-03-27T04:05:15Z,0,0,1,0,MU
at://did:plc:sxy52z5nr4jwti4sa4bxqxrr/app.bsky.feed.post/3lcexvj6sdr2x,bafyreifgbyqapufzyly2sgymull752h5e2ai3tbjjdiugoo3vyvnnjx2vi,bingjiuwus.bsky.social,Song is old and washed... but that's okay,"SJ had never ground medicine for anyone else before.

Even long after he'd become a part of Cang Qiong and knew it was expected for him to go to Qian Cao whenever he had a headache or booboo, he had always relied on himself. 

Mu Qingfang was a brilliant doctor.",2023-03-26T04:33:58Z,0,0,1,0,MU
at://did:plc:kgpqgda4ojbemlyktn2gikh3/app.bsky.feed.post/3lf656rqqpu26,bafyreih65rqhrczyo6qaek3zxy2qn5feu5vzbra37ibbsxtlh7h7wciiwy,aemreusta.bsky.social,Emre,o kadar çok şey okuyorum ki ekrandan kitap okumayı özlüyorum. oturdum mu kitabın başına saatler geçiyor farkında olmadan.,2023-03-25T18:05:45Z,0,0,0,0,MU
at://did:plc:yuewaynh4jbqcckvqh5mwme5/app.bsky.feed.post/3loynm6dnbo27,bafyreihabewyn7doeoymg5rucf42jdb6jxhdacuq6t73hvrfxb7mxmueoi,samiarslanoglu.bsky.social,,"Onun bunun önünde hep boyun mu eğmeli?
İstemem! Eksik olsun böyle bir şöhret!
Eksik olsun!
Ciğeri beş para etmezlere mi ""yetenekli"" demeli? 
Eleştiriden mi çekinmeli?
""Adım Mercuré dergisinde geçse"" diye mi sayıklamalı?
İstemem!
İstemem! Eksik olsun!
Korkmak, tükenmek, bitmek...",2023-03-21T06:09:08.000Z,0,0,0,0,MU
at://did:plc:yuewaynh4jbqcckvqh5mwme5/app.bsky.feed.post/3loynm3hcf62s,bafyreifgmbyhwx7bnlu6xa7lxsty7hp3bx242dhbou7gcmxlyjnomswzeq,samiarslanoglu.bsky.social,,"Herkesin yaptığı şeyleri mi yapmalıyım Le Bret?
Sonradan görmelere övgüler mi yazmalıyım?
Bir bakanın yüzünü güldürmek için biraz şaklabanlık edip,
Taklalar mı atmalıyım? 
İstemem! Eksik olsun!
Her sabah kahvaltıda kurbağa mı yemeli?
Sabah akşam dolaşıp pabuç mu eskitmeli?",2023-03-21T06:09:07.000Z,0,0,0,0,MU
at://did:plc:yuewaynh4jbqcckvqh5mwme5/app.bsky.feed.post/3loynlylp2q2b,bafyreicwiwvm3wawvoau6ff67v7yydqhy4kts45vppjrbzmblxenmlzxjy,samiarslanoglu.bsky.social,,""" - Ne yapmak gerek peki?
Sağlam bir arka mı bulmalıyım?
Onu mu bellemeliyim?
Bir ağaç gövdesine dolanan sarmaşık gibi
Önünde eğilerek efendimiz sanmak mı? 
Bilek gücü yerine dolanla tırmanmak mı?
İstemem!",2023-03-21T06:09:07.000Z,0,0,0,0,MU
at://did:plc:tz6u3divry773eao5nthpajb/app.bsky.feed.post/3lbugi4sa4m25,bafyreif7jwmweu36yn4uusglcp7dpuyxv5udhgjcm2riw3zg22434bqfsi,jjbrownbridge.bsky.social,Julian 🇬🇧 🇪🇺 🇨🇿 💙 🇺🇦 🐟🌊,"

yorkshirebylines.co.uk/news/brexit/mu…",2023-03-18T11:14:57.000Z,0,0,0,0,MU
at://did:plc:o5fc6k6rbzfgquq2scymuye7/app.bsky.feed.post/3lbpgkv2tpk2n,bafyreiathfbchp3nvyw5znlxrmbdkucm3cmu25eyza47mfcr7pwumsgqt4,patricia75.bsky.social,patricia75,"Henri Matisse,  révélation dans la crise. Exposition Cahiers d'art au mu...  via @YouTube

youtu.be/9UO3k2ZoDfQ",2023-03-16T13:17:46.000Z,0,0,0,0,MU
at://did:plc:pmdtmpt4qn7oq2fa2kk4vxrn/app.bsky.feed.post/3ljnoici77g2g,bafyreibtp2xskx7cjwvoky54lbva6qva4zmhrl2pf75dvfboedhhhxn7yq,kateryuzaki.bsky.social,Kate Ryuzaki,"Doprovázela jsem kamaráda na pracoviště Ministerstva vnitra, abych mu tlumočila.

No, možná jsem náročná, ale na takovýmhle ouřadě bych očekávala, že budou minimálně anglicky umět.

Nestačím se divit, budiž tedy toto můj údiv týdne.",2023-03-15T11:41:07Z,0,0,0,0,MU
