uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:xtcjx5ikphjq2ja7ps7f47s7/app.bsky.feed.post/3jvtwo7awvc2o,bafyreiamo3lkohegdmfee7i7tuvmbkhdoq7hdlp5fv3w43flle2cmgbev4,sahajsarup.bsky.social,Sahaj Sarup,"Since we can't upload video yet, gotta link this one back to the birdsite.
Veloren running on Turnip mesa vulkan driver on the qcom RB5 with Adreno 650.
I built this natively on the RB5.

https://twitter.com/sahajsarup/status/1658456673726660608?t=3x8IHwf4LTXTpJz1Vq4ezg&s=19",2023-05-16T13:00:38.231Z,0,0,0,0,QCOM
at://did:plc:4kw3bnx3hegrxhsavdotbkfc/app.bsky.feed.post/3jx2mwb3di22w,bafyreigp4hhvcrnusyuzeclkkgslhq2vofxnaprgweyd35uegxp5zev6pm,gojomo.bsky.social,Gordon Mohr  ꧁🧿🧿꧂,"it's just “What Intel giveth, Microsoft taketh away"" with new generations of companies & people. 

some grumpy veteran's always yelling at the kids to get off his lawn^H^H^H^Hcloud with their wasteful antics, & yet the cosmic ballet goes on.",2023-05-31T22:19:59.394Z,1,0,1,0,Intel
at://did:plc:ca7jyxkgovxkpuatp5saz3kb/app.bsky.feed.post/3jx2m7wtwgk2c,bafyreihiafwqgcx2vodk4kvu4a7mbudlbzb6fs6lhuzl7k6qa47rw4w6wu,theeglitch.bsky.social,💕💚 Thee Glitch (she/her) 🧚🏿‍♀️🎶✨,I wonder what intel he has on them. 😂,2023-05-31T22:07:30.594Z,3,0,1,0,Intel
at://did:plc:6dcij6niycnpj4jgsjepuyjk/app.bsky.feed.post/3jx2bd5ivn52x,bafyreifc5pk3qkezho4lzk3hlk27itny5dqbx2bx5f5szjgcypsplxzrpe,carolinemccarthy.bsky.social,Caroline McCarthy,New QAnon intel just dropped,2023-05-31T18:52:27.045Z,4,0,0,0,Intel
at://did:plc:eidn2o5kwuaqcss7zo7ivye5/app.bsky.feed.post/3jwzxlgxg3k2q,bafyreibja6wf2cykpuc2yz5ar5x2f4wq2o7fuwschc5uuwto5m2jv45n2y,github-trending.bsky.social,GitHub Trending 🤖,"📦 QiuChenly / MyMacsAppCrack
⭐ 656 (+38)
🗒 Shell

MacBook 自用软件破解（macOS Intel）",2023-05-31T15:58:08.021Z,0,0,0,0,Intel
at://did:plc:4gwdyczlpd5t7erttikngzqf/app.bsky.feed.post/3llu3wi3s6m2o,bafyreib64e63magya6zbpre6jhonhzz3rn7f2zxbnrm5wwecxbmdpi2dpq,pamacious.bsky.social,Atlas Mugged (N95 Club 😷)✊🏿🏳️‍🌈 🏳️‍⚧️,"Report: Israeli, Italian secret agents were on ill-fated party boat to swap intel
Italian media claim yacht that capsized was not on simple birthday cruise...

The fourth person who died, a Russian national, was reportedly the captain’s wife.

timesofisrael.com/sunken-italian…",2023-05-31T14:40:55.000Z,0,0,0,0,Intel
at://did:plc:j7sebtusjjvel4qwhasjpzor/app.bsky.feed.post/3jwzrto7o7d2t,bafyreiamy7vwhqmjaenqpb4l4k4v4ky7d64btynoqhqdrzatymtkiuuqta,hyperjoe.bsky.social,Joe Okubo,"軽い作業で同じことをさせてもIntel Core i5 3GHz 6コア/RAM 32GBのMac mini (2018)は熱くなる一方、Apple M2 8コア/RAM 24GBのMac mini (2023)はヒンヤリしたまま。
これで、高い負荷をかけ続けるとファンが煩くなるが一向に冷えないMac mini (2018)。",2023-05-31T14:15:21.142Z,0,0,0,0,Intel
at://did:plc:757ztl6b6ruhjl4criqhkhln/app.bsky.feed.post/3jwz5j7pjhv2m,bafyreifbmqwnn3ijtquiufbheaj54si3bepjaqj5iqexq3xt3w5f4vw22u,panthermodern.bsky.social,Panther Modern,"We live in a crazy time, where AMD is now the high-performance CPU choice, and Intel is dominating the budget market. 

I'm hoping Intel's GPU offerings put more pressure on AMD and NVIDIA.",2023-05-31T08:11:36.226Z,0,0,0,0,Intel
at://did:plc:pv7fudnt4dspurzdnyq73pfe/app.bsky.feed.post/3jwx6lrhbid27,bafyreib5i7vntrlthxhda2ebanrhme3j7c3tdblbpajjba27p6etgjupty,techmeme.com,Techmeme,"Intel CEO Pat Gelsinger says the company had ""serious issues"" in leadership, people, and methodology, discusses the rough turnaround, competitors, and more (Asa Fitch/Wall Street Journal)

Main Link | Techmeme Permalink",2023-05-30T13:25:35Z,0,0,0,0,Intel
at://did:plc:nd5ftmybfcsqfkivcwr4bc4d/app.bsky.feed.post/3jwwo7olna32z,bafyreifxfjeobpjmoanschjy2224begpxhf3ccx36fgcfuqrcrnhvekoti,maccha.bsky.social,抹茶,"この現象、Bluetoothペアリングがおかしくなる

個人契約のIntune＋AutopilotキッティングしたPCでもWindowsUpdateで、INTEL系のデバイスドライバー更新が入った直後に同じ現象が発生してSafemodeでマウス削除しないと消えない症状が出た。",2023-05-30T08:32:30.506Z,0,0,0,0,Intel
