uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:v2ob6je7otkaffdktzdaywzp/app.bsky.feed.post/3k74jwshwub27,bafyreibc5q7ip6maibuykxiifdvk3dzejersi7jqw3yvyijihjkjaqynim,lunamoth.bsky.social,lunamoth,"퀄컴, 애플과 모뎀 계약 3년 연장. 2024년 2025년 2026년 스마트폰 출시에 적용 될 것. (기존 2023년 종료 예정)

애플의 이러한 움직임은 모뎀 구성 요소를 구축하는 것이 예상보다 더 어려웠음을 시사

Apple (AAPL) Renews Qualcomm (QCOM) Deal in Sign Its Own Modem Chip Isn’t Ready - Bloomberg bloom.bg/3RcMB99",2023-09-11T11:53:27.934Z,0,3,0,0,QCOM
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3kak3q3zltk2e,bafyreigzuyiedqyjeoyxjyt5llbyr3t47rfdyczzcm35b4syhwbirq5zbm,amateurexpertop.bsky.social,Amateur Expert Opinions,"commiserations, comrade
bsky.app/profile/amat...",2023-09-29T14:41:39.835Z,2,0,0,0,AMAT
at://did:plc:abqfrg4ag22q57iafbvy52ji/app.bsky.feed.post/3kaguwigeeb2h,bafyreigxhnl5s4psizlysftwsr44itcrrj36ymvnkkm22e5kdoqd2tfqoa,aureliencteaser.bsky.social,Aurelien CTeaser,Et ne manquez pas non plus son entretien avec Amat Escalante.,2023-09-28T08:01:58.597Z,1,0,0,0,AMAT
at://did:plc:hvevitmmeli6vu3i2i3vhyau/app.bsky.feed.post/3kaer2eorp42d,bafyreihrxlh7qsxejblh2wqcc55yczgk7szlwky4vi3rmqz72btcws35ay,beautybubble.bsky.social,,tp sbnrnya di posisi yg lg gabutuh2 amat cowo siiii tp kl ada ya ganolak sih asal tipe gue mah WKWK,2023-09-27T11:47:13.824Z,0,0,0,0,AMAT
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3kadjpltjuh2m,bafyreibycyvf4pjhn4uhdx2v76nsd2codgi5u4oy2q4i5tg2rtva2iopl4,amateurexpertop.bsky.social,Amateur Expert Opinions,"AS I WAS JUST SAYING
bsky.app/profile/amat...",2023-09-27T00:03:16.995Z,1,0,0,0,AMAT
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3kadg6efv672m,bafyreiheybkbtqfdc3zaixaznpgcwmo763ahqysbzyu2fx5upbphms2xwe,amateurexpertop.bsky.social,Amateur Expert Opinions,bsky.app/profile/amat...,2023-09-26T22:59:57.538Z,1,0,0,0,AMAT
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3kab33ewiyr2g,bafyreihj24nfog3u6k6nq6pqnvijetfcz4dnnlzkvaqgq6gccokqpslr2u,amateurexpertop.bsky.social,Amateur Expert Opinions,"i know, right?
bsky.app/profile/amat...",2023-09-26T00:36:08.571Z,1,0,0,0,AMAT
at://did:plc:yuqywsrxnppcb6eznyx3yulz/app.bsky.feed.post/3kaag5zpzen2x,bafyreigtmtc2xyz6mss2pe3asjsxnvenvjg5ltelvjyrahno2etdpophzq,imyokoooo.bsky.social,imyokoooo,Ya allah gini amat @elonmusk yang asli mana dah 😭 balikin napa akun twitter gw. Btw knp sih dijual ke dia. Kek buat apa gitu 😭😭😭😭,2023-09-25T18:21:46.716Z,0,0,0,0,AMAT
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3kaaatetysg2s,bafyreicdcqmukijgobhkzwg2lcyfzzznizbnx42tidtbfxcxyq5ykayk2u,amateurexpertop.bsky.social,Amateur Expert Opinions,"related
bsky.app/profile/amat...",2023-09-25T16:46:22.301Z,2,0,0,0,AMAT
at://did:plc:zftmwqzax25xdu3sohod6tv5/app.bsky.feed.post/3ka7konjyex2g,bafyreiftjviwstxtun5msdfephvo67yzw55yvydxhekcwqelrjqqmwu2qi,inoo.bsky.social,Wenzday,"Agak nyesek tim baseball wanita ga bisa masuk asian games.. Mending liat mrk masuk ato liat mereka dihajar 20 - 0 krn Asian Games kayanya sih no-mercy-rule ya. Bodo amat pokoknya sampe inning terakhir. Takut bayanginnya. Mrk yg main, aku yg trauma. 😨😨😨",2023-09-25T10:09:59.107Z,0,0,0,0,AMAT
