uri,cid,author_handle,author_display_name,text,created_at,like_count,repost_count,reply_count,quote_count,keyword
at://did:plc:z544xnhohop2d6jst3hputgs/app.bsky.feed.post/3khpwbslzm62t,bafyreidfwm7ui4sp7ctabfrntalb2cv6gek4a7z4aum757pcrsnrgsh3he,emilprotalinski.bsky.social,Emil Protalinski,"Tech 2023

$AAPL +54%
$MSFT +57%
$GOOG +57%
$AMZN +77%
$NVDA +246%
$META +184%
$TSLA +130%
$AVGO +102%
$TSM +40%
$ORCL +26%
$ASML +38%
$CRM +95%
$AMD +130%
$NFLX +65%
$INTC +88%
$CSCO +5%
$BABA -16%
$PDD +73%
$INTU +60%
$SAP +49%
$QCOM +35%
$TXN +4%
$IBM +16%
$NOW +83%
$AMAT +68%
$UBER +143%",2023-12-30T00:16:32.202Z,0,0,0,0,INTC
at://did:plc:xlbkuei7gj7lyizsfdrfsqw3/app.bsky.feed.post/3kgcahpv4gr2j,bafyreicdhcpst4dlxtmfbhhpm6wyimblfwtmnvue3cmxzcuwh7uouolb6y,abdullahbulca.bsky.social,Abdullah Bulca,#INTC,2023-12-11T20:16:18.085Z,0,0,0,0,INTC
at://did:plc:mdwnro2a62f242ca2uygqelv/app.bsky.feed.post/3khula7ouyr25,bafyreifq32rvsmz6hhb5ysatmoag3taj3skezwelqtqhmhchr4uifqpxji,monikk.bsky.social,Moon,Serem amat,2023-12-31T20:42:05.409Z,0,0,0,0,AMAT
at://did:plc:c2nyeqoi4rk5wb6ruocovk5b/app.bsky.feed.post/3khtwruorwg24,bafyreif5iyrgm2x5gqqqtskbjp6b5ed6axyaywxlom7xsfjb5duiywttru,handle.invalid,Van𓆟,Buset yg karoke kenceng amat Ampe rumah w kedengaran. Padahal kita beda gang😭,2023-12-31T14:35:03.270Z,0,0,1,0,AMAT
at://did:plc:vtm2lvky5luof3jbsq46fifd/app.bsky.feed.post/3khtvj7uypo2v,bafyreiaemh7spiedm247jcu4ww5vlsvzqywcd3yvrelvgcvjiipz4rppjq,sisturvv.tired.io,ana,tai amat daritadi ngecas ternyata kabelnya ga masuk,2023-12-31T14:13:23.429Z,0,0,2,0,AMAT
at://did:plc:c2nyeqoi4rk5wb6ruocovk5b/app.bsky.feed.post/3khtnelvqrm2m,bafyreihok5qd52ycidmxff5wvf3glf6dvkrcxqr55f5yek5jl43d4r7twi,handle.invalid,Van𓆟,Produktif amat w tumben,2023-12-31T11:46:35.605Z,2,0,1,0,AMAT
at://did:plc:4yuasrxwihp25ihy3zwqbedp/app.bsky.feed.post/3kht7dc4oal2n,bafyreifam7nxyoaxqxigytwiu4qw2rondz42d3yvqxopowyfatku7goc7y,todayisfleur.bsky.social,🌸🍉,"Berarti kalo mau pnya payung km harus beli yg murah2 aja kak, biar gak nyesek2 amat pas ketinggalan😭🙏🏻",2023-12-31T07:36:24.591Z,0,0,0,0,AMAT
at://did:plc:kwrpkqdxhz7v56ofwrqmjq2g/app.bsky.feed.post/3khszzxex6u2h,bafyreibp65pj5lsid4jhsmrihcyxrfvb5xbqambqa3rqrqduthdsxnq3om,butterism.bsky.social,Ghea,"4kg kak, gak berat2 amat wkwkwk",2023-12-31T06:01:41.918Z,0,0,1,0,AMAT
at://did:plc:lejzwy4nybrg7h5tf6gbtfh3/app.bsky.feed.post/3khsgcltx7r2n,bafyreifl7fjn3ng73euimvezd42rfqzbo4jl56fmcjhyl6zoz56naz7oxe,vanyriskan.bsky.social,Vanyyyyy,Udah ditahap bodo amat denger isu perselingkuhan🤞🏻,2023-12-31T00:08:36.617Z,0,0,0,0,AMAT
at://did:plc:op3f6prx72nqkv76u2sjfvd5/app.bsky.feed.post/3khrnawpgsv2q,bafyreigp74hgjgdmi4c2fcvvixcpayiwcid5zkbabm4xn7djsz7auygq7q,twitter.vserver.app,𝔅𝔞𝔦𝔪,"Heh...
Lama amat 😮",2023-12-30T16:40:17.670Z,0,0,1,0,AMAT
