date,ew_ret_mean,ew_ret_median,ret_xs_std,n_with_ret,total_volume,ew_cum_index,ew_ret_mean_lag1,nrc_anger_mean,nrc_anticipation_mean,nrc_disgust_mean,nrc_fear_mean,nrc_joy_mean,nrc_sadness_mean,nrc_surprise_mean,nrc_trust_mean,nrc_positive_mean,nrc_negative_mean,nrc_net_sentiment_mean,hf_very_negative_score_mean,hf_negative_score_mean,hf_neutral_score_mean,hf_very_positive_score_mean,hf_positive_score_mean,fb_neutral_score_mean,fb_positive_score_mean,fb_negative_score_mean,fb_net_sentiment_mean,n_calendar_source_days,nrc_anger_mean_lag1,nrc_anticipation_mean_lag1,nrc_disgust_mean_lag1,nrc_fear_mean_lag1,nrc_joy_mean_lag1,nrc_sadness_mean_lag1,nrc_surprise_mean_lag1,nrc_trust_mean_lag1,nrc_positive_mean_lag1,nrc_negative_mean_lag1,nrc_net_sentiment_mean_lag1,hf_very_negative_score_mean_lag1,hf_negative_score_mean_lag1,hf_neutral_score_mean_lag1,hf_very_positive_score_mean_lag1,hf_positive_score_mean_lag1,fb_neutral_score_mean_lag1,fb_positive_score_mean_lag1,fb_negative_score_mean_lag1,fb_net_sentiment_mean_lag1,n_calendar_source_days_lag1,soxx_ret_1d,spy_ret_1d,vix_ret_1d
2023-01-19,-0.0276433714874641,-0.0317471469794534,0.0131130450603978,12,623786300.0,1.10027385578325,-0.0070561625210076,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.1220333333333333,0.0878666666666666,0.7126,0.0447,0.0328,0.8231,0.0593,0.1176,-0.0583,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-2.0,0.015,0.0164,0.927,0.021,0.0206,0.9245,0.0645,0.011,0.0535,1.0,-0.0280535384589144,-0.0072796428905981,0.0088495724594612
2023-01-20,0.0340791554477078,0.0313130275618235,0.0124999734758375,12,743336500.0,1.137770259549536,-0.0276433714874641,1.5,1.0,1.0,1.5,0.5,1.0,0.25,0.75,1.75,1.75,0.0,0.129175,0.429875,0.3251,0.035175,0.0807,0.847425,0.0631,0.08945,-0.02635,1,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.1220333333333333,0.0878666666666666,0.7126,0.0447,0.0328,0.8231,0.0593,0.1176,-0.0583,1.0,0.0312973761828259,0.0186289167103252,-0.0326510751143991
2023-01-23,0.0525337543580616,0.0463757886632434,0.022701455875755,12,899225100.0,1.1975416028806194,0.0340791554477078,0.1666666666666666,0.0666666666666666,0.2333333333333333,0.15,0.0666666666666666,0.0833333333333333,0.2833333333333333,0.3666666666666667,1.2,0.45,0.75,0.1106533333333333,0.2040866666666666,0.5069750000000001,0.061255,0.1170433333333333,0.7940900000000001,0.08499,0.1209416666666666,-0.0359516666666666,3,1.5,1.0,1.0,1.5,0.5,1.0,0.25,0.75,1.75,1.75,0.0,0.129175,0.429875,0.3251,0.035175,0.0807,0.847425,0.0631,0.08945,-0.02635,1.0,0.0502167397559312,0.0119987037382516,-0.0020151594336836
2023-01-24,-0.0071782405975685,-0.007794057524651,0.0076836953579977,12,649320400.0,1.1889453611295444,0.0525337543580616,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,1.0,2.1666666666666665,0.3333333333333333,1.8333333333333333,0.1328333333333333,0.04235,0.5464666666666667,0.1939999999999999,0.0843833333333333,0.739,0.2261166666666666,0.0349166666666666,0.1912,1,0.1666666666666666,0.0666666666666666,0.2333333333333333,0.15,0.0666666666666666,0.0833333333333333,0.2833333333333333,0.3666666666666667,1.2,0.45,0.75,0.1106533333333333,0.2040866666666666,0.5069750000000001,0.061255,0.1170433333333333,0.7940900000000001,0.08499,0.1209416666666666,-0.0359516666666666,3.0,-0.0075575513367019,-0.0010733435820641,-0.0307924643840423
2023-01-25,0.0013940516884262,0.0029110551267948,0.0095429154565005,12,609418500.0,1.1906028124176735,-0.0071782405975685,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.2857142857142857,1.1428571428571428,0.7142857142857143,0.4285714285714285,0.2152428571428571,0.2529,0.4174571428571428,0.0699999999999999,0.0443571428571428,0.7306857142857143,0.0694571428571428,0.1998714285714285,-0.1304142857142857,1,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,1.0,2.1666666666666665,0.3333333333333333,1.8333333333333333,0.1328333333333333,0.04235,0.5464666666666667,0.1939999999999999,0.0843833333333333,0.739,0.2261166666666666,0.0349166666666666,0.1912,1.0,0.0027125830409335,0.0003747375504763,-0.0062500434617184
2023-01-26,0.0171951503265374,0.0168361901196058,0.0096202715245519,12,699339000.0,1.211075406756394,0.0013940516884262,0.1428571428571428,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.2857142857142857,0.4285714285714285,-0.1428571428571428,0.0371428571428571,0.1919285714285714,0.5497428571428571,0.0636285714285714,0.1575714285714285,0.7074142857142858,0.0466428571428571,0.2459285714285714,-0.1992857142857143,1,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.2857142857142857,1.1428571428571428,0.7142857142857143,0.4285714285714285,0.2152428571428571,0.2529,0.4174571428571428,0.0699999999999999,0.0443571428571428,0.7306857142857143,0.0694571428571428,0.1998714285714285,-0.1304142857142857,1.0,0.0168521332847686,0.0109903837223652,-0.0183438355801494
2023-01-27,-0.0155256593208717,-0.008430161480139,0.02924067592932,12,841687000.0,1.192272662579208,0.0171951503265374,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,-0.125,0.0849,0.169375,0.5769375,0.0695125,0.09925,0.7227125,0.1363375,0.1409625,-0.004625,1,0.1428571428571428,0.4285714285714285,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.2857142857142857,0.4285714285714285,-0.1428571428571428,0.0371428571428571,0.1919285714285714,0.5497428571428571,0.0636285714285714,0.1575714285714285,0.7074142857142858,0.0466428571428571,0.2459285714285714,-0.1992857142857143,1.0,-0.0063705995623621,0.0022977109485289,-0.0117458258799415
2023-01-30,-0.0269721152308726,-0.0274315053102312,0.0180609367110199,12,684636100.0,1.160114546937502,-0.0155256593208717,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5,1.1666666666666667,0.2777777777777777,0.888888888888889,0.1437444444444444,0.1389277777777777,0.5854611111111111,0.0458388888888888,0.086,0.7533333333333333,0.1747555555555554,0.0719055555555555,0.10285,3,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.25,-0.125,0.0849,0.169375,0.5769375,0.0695125,0.09925,0.7227125,0.1363375,0.1409625,-0.004625,1.0,-0.0265538052347256,-0.012546918623589,0.0772555530790592
2023-01-31,0.0158644752203079,0.0142867884837167,0.0183702531371323,12,726412800.0,1.1785191554201109,-0.0269721152308726,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0296999999999999,0.0469,0.5784,0.1649,0.18005,0.45675,0.06135,0.4819,-0.42055,1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5,1.1666666666666667,0.2777777777777777,0.888888888888889,0.1437444444444444,0.1389277777777777,0.5854611111111111,0.0458388888888888,0.086,0.7533333333333333,0.1747555555555554,0.0719055555555555,0.10285,3.0,0.0186481426762521,0.0147034492360522,-0.0270812889199787
2023-02-01,0.0519894012200096,0.0417323483295306,0.0293746068162698,12,1003837700.0,1.2397896606367136,0.0158644752203079,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.0,0.8333333333333334,1.3333333333333333,0.3333333333333333,1.0,0.0988,0.18365,0.4778499999999999,0.1263999999999999,0.1132833333333333,0.69305,0.0425333333333333,0.2644,-0.2218666666666666,1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0296999999999999,0.0469,0.5784,0.1649,0.18005,0.45675,0.06135,0.4819,-0.42055,1.0,0.052145130318717,0.0106277535023429,-0.0788659180093729
2023-02-02,0.0244241602463801,0.0234436170043992,0.0210516338790481,12,848095500.0,1.27007048197991,0.0519894012200096,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1967,0.1156666666666666,0.6223666666666666,0.0329333333333333,0.0323,0.8410666666666667,0.1407666666666666,0.0181999999999999,0.1225666666666666,1,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.0,0.8333333333333334,1.3333333333333333,0.3333333333333333,1.0,0.0988,0.18365,0.4778499999999999,0.1263999999999999,0.1132833333333333,0.69305,0.0425333333333333,0.2644,-0.2218666666666666,1.0,0.0231677994065733,0.0145570815504523,0.048125274908483
2023-02-06,-0.0206137247575762,-0.021471511932187,0.0150311202568801,12,628210200.0,1.2189310078470494,-0.0200649565860664,0.2333333333333333,0.7000000000000001,0.0666666666666666,0.4333333333333333,0.5333333333333333,0.3,0.4333333333333333,0.8666666666666667,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.0947833333333333,0.1331666666666666,0.2620633333333333,0.2307099999999999,0.2792366666666666,0.79957,0.1825933333333333,0.0178366666666666,0.1647566666666666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1967,0.1156666666666666,0.6223666666666666,0.0329333333333333,0.0323,0.8410666666666667,0.1407666666666666,0.0181999999999999,0.1225666666666666,1.0,-0.0162409132582989,-0.0061114172146614,0.0600109321357444
2023-02-07,0.0287736113310148,0.0271809340573281,0.009738502059657,12,870569200.0,1.2540040549061626,-0.0206137247575762,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0223,0.0752,0.8399,0.0226,0.04,0.9545,0.0256,0.0199,0.0057,1,0.2333333333333333,0.7000000000000001,0.0666666666666666,0.4333333333333333,0.5333333333333333,0.3,0.4333333333333333,0.8666666666666667,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.0947833333333333,0.1331666666666666,0.2620633333333333,0.2307099999999999,0.2792366666666666,0.79957,0.1825933333333333,0.0178366666666666,0.1647566666666666,3.0,0.0318012772021967,0.0130785598320828,-0.0396294619490334
2023-02-08,-0.0235556611623279,-0.0283158740568852,0.0124910059011233,12,723788800.0,1.2244651602926078,0.0287736113310148,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1215166666666666,0.2522333333333333,0.5370166666666667,0.0285333333333333,0.0607,0.8148333333333334,0.1356,0.0495666666666666,0.0860333333333333,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0223,0.0752,0.8399,0.0226,0.04,0.9545,0.0256,0.0199,0.0057,1.0,-0.0215030557532776,-0.0109347675540532,0.0519828146455756
2023-02-09,-0.0020540284856979,-0.0015698451553219,0.011560919626926,12,691887200.0,1.221950073973622,-0.0235556611623279,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.75,2.25,0.75,1.5,0.091175,0.130375,0.6844750000000001,0.043925,0.05005,0.928725,0.0386,0.0327,0.0059,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1215166666666666,0.2522333333333333,0.5370166666666667,0.0285333333333333,0.0607,0.8148333333333334,0.1356,0.0495666666666666,0.0860333333333333,1.0,0.0025520242471643,-0.0086690193259099,0.0550178283178224
2023-02-10,-0.0150487671217517,-0.0121060950896182,0.0120925086114148,12,704628300.0,1.2035612318759856,-0.0020540284856979,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,-0.25,0.03835,0.19055,0.7133,0.026,0.031825,0.8369500000000001,0.145275,0.017775,0.1275,1,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.75,2.25,0.75,1.5,0.091175,0.130375,0.6844750000000001,0.043925,0.05005,0.928725,0.0386,0.0327,0.0059,1.0,-0.0159093014977962,0.0023336120603374,-0.0086913764260908
2023-02-13,0.0165169104070427,0.016538300914843,0.00679315031264,12,619316100.0,1.2234403449122715,-0.0150487671217517,0.3333333333333333,0.5,0.0,0.5,0.6666666666666666,0.1666666666666666,0.8333333333333334,1.0,1.5,1.0,0.5,0.0573166666666666,0.2502666666666666,0.6387833333333334,0.0279166666666666,0.0257166666666666,0.8176666666666667,0.0328666666666666,0.1494833333333333,-0.1166166666666666,3,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,-0.25,0.03835,0.19055,0.7133,0.026,0.031825,0.8369500000000001,0.145275,0.017775,0.1275,1.0,0.0147053261777003,0.0117388841389627,-0.0092547748515765
2023-02-14,0.0193290847210047,0.0147299995976044,0.0165276539773901,12,836363400.0,1.2470883269901762,0.0165169104070427,0.5,0.5,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,-0.3333333333333333,0.0806333333333333,0.1173333333333333,0.4968999999999999,0.0764666666666666,0.22865,0.7677999999999999,0.07715,0.15505,-0.0778999999999999,1,0.3333333333333333,0.5,0.0,0.5,0.6666666666666666,0.1666666666666666,0.8333333333333334,1.0,1.5,1.0,0.5,0.0573166666666666,0.2502666666666666,0.6387833333333334,0.0279166666666666,0.0257166666666666,0.8176666666666667,0.0328666666666666,0.1494833333333333,-0.1166166666666666,3.0,0.0181509349531496,-0.0004602023301752,-0.0703048325687372
2023-02-15,-0.0035093072941225,0.0021526862714862,0.0172519698551793,12,570944300.0,1.2427119108278546,0.0193290847210047,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.75,0.25,0.5,0.0180749999999999,0.0393499999999999,0.8605,0.02275,0.05935,0.7318,0.2491499999999999,0.019,0.23015,1,0.5,0.5,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,-0.3333333333333333,0.0806333333333333,0.1173333333333333,0.4968999999999999,0.0764666666666666,0.22865,0.7677999999999999,0.07715,0.15505,-0.0778999999999999,1.0,0.0040803632667152,0.003247509439147,-0.0359598260530309
2023-02-16,-0.0292862724680294,-0.0288500897503602,0.0118816885771576,12,583550100.0,1.2063175112080846,-0.0035093072941225,0.75,0.25,0.25,1.25,0.25,0.75,0.5,0.75,2.0,0.75,1.25,0.1315,0.14725,0.662525,0.02515,0.03355,0.647525,0.071325,0.2812,-0.209875,1,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.75,0.25,0.5,0.0180749999999999,0.0393499999999999,0.8605,0.02275,0.05935,0.7318,0.2491499999999999,0.019,0.23015,1.0,-0.0245199770949117,-0.0137689459884764,0.1064180242880923
2023-02-17,-0.0153935605450807,-0.0149089995491441,0.0096461201286562,12,622069300.0,1.187747989562712,-0.0292862724680294,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0292666666666666,0.2714,0.4458,0.0336666666666666,0.2198999999999999,0.4051,0.0363666666666666,0.5585333333333333,-0.5221666666666667,1,0.75,0.25,0.25,1.25,0.25,0.75,0.5,0.75,2.0,0.75,1.25,0.1315,0.14725,0.662525,0.02515,0.03355,0.647525,0.071325,0.2812,-0.209875,1.0,-0.0155740772081713,-0.002498347014646,-0.0074367683670248
2023-02-21,-0.031946017314438,-0.0327255121439417,0.0092293614278347,12,607138400.0,1.1498041717229526,-0.0153935605450807,0.2083333333333333,0.0625,0.0,0.125,0.2083333333333333,0.1458333333333333,0.125,0.1458333333333333,0.5208333333333333,0.5416666666666667,-0.0208333333333333,0.1053562499999999,0.1279729166666666,0.5321708333333333,0.0772520833333333,0.1572499999999999,0.8726020833333333,0.0887729166666666,0.0385958333333333,0.0501770833333332,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0292666666666666,0.2714,0.4458,0.0336666666666666,0.2198999999999999,0.4051,0.0363666666666666,0.5585333333333333,-0.5221666666666667,1.0,-0.0323856134890636,-0.0200607539701833,0.1423576581570211
2023-02-22,-0.0047132452234656,-0.0038448292444618,0.0082850399534115,12,729077800.0,1.1443848627026585,-0.031946017314438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0384,0.0481,0.704,0.1439,0.0655,0.5085,0.2199,0.2716,-0.0517,1,0.2083333333333333,0.0625,0.0,0.125,0.2083333333333333,0.1458333333333333,0.125,0.1458333333333333,0.5208333333333333,0.5416666666666667,-0.0208333333333333,0.1053562499999999,0.1279729166666666,0.5321708333333333,0.0772520833333333,0.1572499999999999,0.8726020833333333,0.0887729166666666,0.0385958333333333,0.0501770833333332,4.0,-0.0047958841391888,-0.0013780455236812,-0.0253607303201784
2023-02-23,0.035807919332009,0.0253782836609994,0.0353659429251062,12,1341973500.0,1.1853629035510875,-0.0047132452234656,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0126,0.0147,0.94,0.0164,0.0162,0.8682,0.1238,0.008,0.1158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0384,0.0481,0.704,0.1439,0.0655,0.5085,0.2199,0.2716,-0.0517,1.0,0.0328823234317996,0.0053193783687932,-0.0515927087772261
2023-02-24,-0.0186415363528632,-0.0171628348688688,0.0070074708395875,12,748926700.0,1.1632659178932043,0.035807919332009,0.75,0.25,0.25,0.25,0.25,0.5,1.0,0.25,0.75,1.75,-1.0,0.0224,0.0461,0.8484,0.034425,0.04865,0.8328,0.04455,0.122625,-0.078075,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0126,0.0147,0.94,0.0164,0.0162,0.8682,0.1238,0.008,0.1158,1.0,-0.0179120409374066,-0.0106824970611989,0.0250709887392444
2023-02-27,0.0038629550989266,0.007697156288436,0.0101715625328605,12,603354800.0,1.1677595619021377,-0.0186415363528632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747833333333333,0.1092416666666666,0.4224416666666666,0.0443749999999999,0.3491749999999999,0.8711583333333333,0.106125,0.0227583333333332,0.0833666666666666,2,0.75,0.25,0.25,0.25,0.25,0.5,1.0,0.25,0.75,1.75,-1.0,0.0224,0.0461,0.8484,0.034425,0.04865,0.8328,0.04455,0.122625,-0.078075,1.0,0.0052921622806745,0.0034058640163334,-0.0332256257877054
