date,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative,net sentiment
4/22/2025,11.17073171,15.65853659,4.902439024,12.48780488,6.804878049,8.707317073,8.024390244,16.51219512,28.95121951,21.97560976,6.975609756
4/23/2025,7.558823529,11.5,4.058823529,12.44117647,5.941176471,8,8.441176471,16.08823529,24.97058824,21.82352941,3.147058824
4/24/2025,10.2962963,15.92592593,3.925925926,14.37037037,8.925925926,9.222222222,10.44444444,25.51851852,39.81481481,20.55555556,19.25925926
4/25/2025,9.76,16.36,5.48,13.48,9.96,8.96,9.08,28.4,44.4,23.48,20.92
4/26/2025,12.47826087,20.13043478,7.043478261,19.52173913,14.04347826,12.60869565,14.73913043,37.04347826,58.56521739,33.17391304,25.39130435
4/27/2025,9.12,17.56,4.36,12.84,12.76,7.56,10.28,28.28,45.2,22.72,22.48
4/28/2025,7.548387097,14.32258065,3.64516129,10.51612903,7.032258065,7.741935484,5.774193548,19.41935484,31.96774194,17.29032258,14.67741935
4/29/2025,13.57692308,18.15384615,6.346153846,17.42307692,9.5,9.269230769,18.73076923,34.03846154,48.11538462,31.11538462,17
4/30/2025,6.78125,9.875,4.53125,12.0625,6.375,5.53125,5.71875,19,32.0625,20.71875,11.34375
5/1/2025,7.925925926,14.85185185,3.888888889,12.22222222,8.666666667,7.074074074,7.925925926,21.18518519,34.40740741,18.37037037,16.03703704
5/2/2025,8.321428571,19.75,3.071428571,13.75,14.07142857,6.464285714,12.82142857,19.39285714,39.53571429,20.67857143,18.85714286
5/3/2025,13.8,23,6.68,16.88,16.64,13.24,13.2,35.16,58.08,31.84,26.24
5/4/2025,17.42307692,21.69230769,5.730769231,11.11538462,15.57692308,15.42307692,11.76923077,39.38461538,54.84615385,32.5,22.34615385
5/5/2025,7.857142857,12.92857143,2.642857143,9.5,6.535714286,7.25,5.75,23.5,31.03571429,17.85714286,13.17857143
5/6/2025,13.13793103,16.03448276,4.448275862,18.96551724,11.44827586,11.24137931,11.20689655,32.48275862,43.89655172,28.89655172,15
5/7/2025,10.03703704,17.55555556,4.851851852,15.2962963,9.851851852,9,8,27.88888889,43.33333333,22.77777778,20.55555556
5/8/2025,15.17857143,19.78571429,5.25,19.07142857,9.25,8.678571429,10.35714286,28.28571429,49.67857143,25.03571429,24.64285714
5/9/2025,9.461538462,23.42307692,5.576923077,14.80769231,12.46153846,11.26923077,10.46153846,33.03846154,52.26923077,24.76923077,27.5
5/10/2025,12.88,21.2,7.16,20.76,11.56,11.92,10.84,34.84,48.36,31.2,17.16
5/11/2025,12.72,24.44,5.84,17.88,16.4,9.6,13.52,39.4,61.04,26.2,34.84
5/12/2025,8.034482759,12.82758621,4.344827586,12.06896552,6.482758621,8.965517241,9.793103448,19.48275862,31.89655172,20.37931034,11.51724138
5/13/2025,8.15625,14.53125,3.65625,13.78125,9.75,6.90625,14.78125,24.375,47.46875,19.125,28.34375
5/14/2025,9.65,12.125,5.175,12.375,7.875,8.325,10.45,22.5,34.825,19.225,15.6
5/15/2025,14.18518519,18.59259259,6.407407407,18.44444444,13.14814815,11.2962963,10.11111111,30.88888889,47.55555556,26.81481481,20.74074074
5/16/2025,9.285714286,16.92857143,4.321428571,14.21428571,9.607142857,8.75,11.39285714,25.10714286,40.67857143,26.07142857,14.60714286
5/17/2025,8.6,19.8,5.7,13.15,16.55,8.4,10.3,31.95,50.35,25.15,25.2
5/18/2025,15.48,22.88,7.4,21.84,14.96,15.08,12.8,38.64,58.72,34.6,24.12
5/19/2025,9.785714286,13.64285714,4.714285714,12.28571429,7.928571429,6.464285714,8.071428571,24.75,35.10714286,21.39285714,13.71428571
5/20/2025,8.296296296,11.03703704,2.592592593,10.2962963,6.666666667,5.148148148,8.444444444,18.77777778,30.85185185,14.55555556,16.2962963
5/21/2025,20.32142857,14.07142857,8.392857143,26,8.214285714,14.46428571,20.71428571,33.35714286,52.85714286,40.89285714,11.96428571
5/22/2025,15.40740741,22.25925926,8.777777778,17.55555556,14.44444444,11.51851852,19.55555556,36.74074074,54.96296296,31.51851852,23.44444444
5/23/2025,12.24137931,16.4137931,6.034482759,15.65517241,10.24137931,8.896551724,8.862068966,27.79310345,43.93103448,26.10344828,17.82758621
5/24/2025,11.96,14.64,6.16,18.44,8.52,10.72,8.88,24.16,39.28,27.2,12.08
5/25/2025,12.58823529,20.70588235,8,16.82352941,13.94117647,11.88235294,12.70588235,35.58823529,58.88235294,29.35294118,29.52941176
5/26/2025,10.14285714,17.35714286,5.928571429,13.21428571,8.285714286,10.5,9.357142857,24.14285714,42.64285714,24.14285714,18.5
5/27/2025,7.027027027,14.13513514,3.378378378,9.108108108,9.027027027,6.513513514,6.243243243,17.89189189,31.16216216,15.62162162,15.54054054
5/28/2025,8.333333333,12.96666667,4.066666667,10.56666667,8.333333333,7.066666667,7.566666667,22.63333333,34.46666667,18.86666667,15.6
