<<<<<<< HEAD
﻿date,adj_close,volume,adj_return,marketcap_daily,ev_daily,p_s_ttm_x,eps_ttm_x,p_e_ttm_x,debt_equity_x,total_revenue_ttm,operating_income_ttm,gross_profit_ttm,net_income_ttm,total_debt,cash_and_cash_equivalents,quarterly_ebit_value_million,debt_to_equity_ratio,pe_ratio,price_to_book_ratio,price_to_sales_ratio,sentiment_index,diluted_average_shares
11/1/2024 0:00,248.98,57544800,-0.003482131,8.71E+11,8.65E+11,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.73333333,3497000000
11/4/2024 0:00,242.84,68802400,-0.024660613,8.49E+11,8.44E+11,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,12.3030303,3497000000
11/5/2024 0:00,251.44,69282500,0.03541429,8.79E+11,8.74E+11,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,11.67741935,3497000000
11/6/2024 0:00,288.53,165228700,0.147510324,1.01E+12,1.00E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,16.76190476,3497000000
11/7/2024 0:00,296.91,117309200,0.029043791,1.04E+12,1.03E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,24.03125,3497000000
11/8/2024 0:00,321.22,204782800,0.081876654,1.12E+12,1.12E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,5.655172414,3497000000
11/11/2024 0:00,350,210521600,0.089595911,1.22E+12,1.22E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,21.5,3497000000
11/12/2024 0:00,328.49,155726000,-0.061457171,1.15E+12,1.14E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,19.03125,3497000000
11/13/2024 0:00,330.24,125405600,0.005327407,1.15E+12,1.15E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.75675676,3497000000
11/14/2024 0:00,311.18,120726100,-0.057715595,1.09E+12,1.08E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,23.19354839,3497000000
11/15/2024 0:00,320.72,114440300,0.030657525,1.12E+12,1.12E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,23.44736842,3497000000
11/18/2024 0:00,338.74,126085600,0.056186047,1.18E+12,1.18E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,16.41463415,3497000000
11/19/2024 0:00,346,88852500,0.021432396,1.21E+12,1.20E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,17.42105263,3497000000
11/20/2024 0:00,342.03,66340700,-0.011473992,1.20E+12,1.19E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,18.61111111,3497000000
11/21/2024 0:00,339.64,58011700,-0.006987645,1.19E+12,1.18E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.475,3497000000
11/22/2024 0:00,352.56,89140700,0.038040226,1.23E+12,1.23E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,26.14285714,3497000000
11/25/2024 0:00,338.59,95890900,-0.039624465,1.18E+12,1.18E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.9,3497000000
11/26/2024 0:00,338.23,62295900,-0.00106319,1.18E+12,1.18E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,22.95454545,3497000000
11/27/2024 0:00,332.89,57896400,-0.015788062,1.16E+12,1.16E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,13.46875,3497000000
11/29/2024 0:00,345.16,37167600,0.036858988,1.21E+12,1.20E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.78787879,3497000000
12/2/2024 0:00,357.09,77986500,0.034563659,1.25E+12,1.24E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,14.4,3497000000
12/3/2024 0:00,351.42,58267200,-0.015878302,1.23E+12,1.22E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,20.14583333,3497000000
12/4/2024 0:00,357.93,50810900,0.018524782,1.25E+12,1.25E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,18.87878788,3497000000
12/5/2024 0:00,369.49,81403600,0.032296812,1.29E+12,1.29E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,14.54054054,3497000000
12/6/2024 0:00,389.22,81455800,0.053397958,1.36E+12,1.36E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,18.93548387,3497000000
12/9/2024 0:00,389.79,96359200,0.001464486,1.36E+12,1.36E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,20.66666667,3497000000
12/10/2024 0:00,400.99,97563600,0.028733373,1.40E+12,1.40E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,17.05882353,3497000000
12/11/2024 0:00,424.77,104287600,0.059303223,1.49E+12,1.48E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,11.3,3497000000
12/12/2024 0:00,418.1,87752200,-0.015702576,1.46E+12,1.46E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,19.36363636,3497000000
12/13/2024 0:00,436.23,89000200,0.043362843,1.53E+12,1.52E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,12.86486486,3497000000
12/16/2024 0:00,463.02,114083800,0.061412506,1.62E+12,1.61E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,11.11111111,3497000000
12/17/2024 0:00,479.86,131223000,0.036369912,1.68E+12,1.67E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.94736842,3497000000
12/18/2024 0:00,440.13,149340800,-0.082794944,1.54E+12,1.53E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,10.54285714,3497000000
12/19/2024 0:00,436.17,118566100,-0.008997322,1.53E+12,1.52E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,10.57575758,3497000000
12/20/2024 0:00,421.06,132216200,-0.034642491,1.47E+12,1.47E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,10.56818182,3497000000
12/23/2024 0:00,430.6,72698100,0.022657124,1.51E+12,1.50E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,23.33333333,3497000000
12/24/2024 0:00,462.28,59551800,0.073571742,1.62E+12,1.61E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,28.28571429,3497000000
12/26/2024 0:00,454.13,76366400,-0.017629995,1.59E+12,1.58E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,15.93103448,3497000000
12/27/2024 0:00,431.66,82666800,-0.049479226,1.51E+12,1.50E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,18.36363636,3497000000
12/30/2024 0:00,417.41,64941000,-0.033012093,1.46E+12,1.45E+12,16.49133115,1.116557779,234.3183755,0.180780653,50682000000,4999000000,9575000000,3567000000,12783000000,18111000000,2717,0.7,71.68,11.88,9.39,9.137931034,3497000000
12/31/2024 0:00,403.84,76825100,-0.032510019,1.42E+12,1.42E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,16.10714286,3517000000
1/2/2025 0:00,379.28,109710700,-0.060816159,1.33E+12,1.33E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.083333333,3517000000
1/3/2025 0:00,410.44,95423300,0.082155673,1.44E+12,1.44E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.289473684,3517000000
1/6/2025 0:00,411.05,85516500,0.001486174,1.45E+12,1.44E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.57777778,3517000000
1/7/2025 0:00,394.36,75699500,-0.04060334,1.39E+12,1.38E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,7.333333333,3517000000
1/8/2025 0:00,394.94,73038800,0.001470781,1.39E+12,1.39E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,12.69387755,3517000000
1/10/2025 0:00,394.74,62287300,-0.000506437,1.39E+12,1.39E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.80952381,3517000000
1/13/2025 0:00,403.31,67580500,0.021710512,1.42E+12,1.42E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,28.74285714,3517000000
1/14/2025 0:00,396.36,84565000,-0.017232432,1.39E+12,1.39E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.13513514,3517000000
1/15/2025 0:00,428.22,81375500,0.080381514,1.51E+12,1.50E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.13157895,3517000000
1/16/2025 0:00,413.82,68335200,-0.03362756,1.46E+12,1.45E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,13.68627451,3517000000
1/17/2025 0:00,426.5,94991400,0.030641323,1.50E+12,1.50E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.885714286,3517000000
1/21/2025 0:00,424.07,87320900,-0.005697521,1.49E+12,1.49E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.85294118,3517000000
1/22/2025 0:00,415.11,60963300,-0.021128639,1.46E+12,1.46E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,20.26470588,3517000000
1/23/2025 0:00,412.38,50690600,-0.006576523,1.45E+12,1.45E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.56097561,3517000000
1/24/2025 0:00,406.58,56427100,-0.014064742,1.43E+12,1.43E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,19.74418605,3517000000
1/27/2025 0:00,397.15,58125500,-0.02319345,1.40E+12,1.39E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,19.28947368,3517000000
1/28/2025 0:00,398.09,48910700,0.00236687,1.40E+12,1.40E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,12.07272727,3517000000
1/29/2025 0:00,389.1,68033600,-0.022582809,1.37E+12,1.37E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,13.77272727,3517000000
1/30/2025 0:00,400.28,98092900,0.028732954,1.41E+12,1.41E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.83673469,3517000000
1/31/2025 0:00,404.6,83283600,0.010792464,1.42E+12,1.42E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,20.77142857,3517000000
2/3/2025 0:00,383.68,93732100,-0.05170542,1.35E+12,1.35E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,13.95348837,3517000000
2/4/2025 0:00,392.21,57072200,0.022232066,1.38E+12,1.38E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.59615385,3517000000
2/5/2025 0:00,378.17,57223300,-0.035797094,1.33E+12,1.33E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.73529412,3517000000
2/6/2025 0:00,374.32,77918200,-0.010180622,1.32E+12,1.31E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,15.16666667,3517000000
2/7/2025 0:00,361.62,70298300,-0.033928222,1.27E+12,1.27E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,21.13953488,3517000000
2/10/2025 0:00,350.73,77514900,-0.030114441,1.23E+12,1.23E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,20.14285714,3517000000
2/11/2025 0:00,328.5,118543400,-0.063382118,1.16E+12,1.15E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.909090909,3517000000
2/12/2025 0:00,336.51,105382700,0.024383591,1.18E+12,1.18E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,12.13888889,3517000000
2/13/2025 0:00,355.94,89441500,0.057739717,1.25E+12,1.25E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.5,3517000000
2/14/2025 0:00,355.84,68277300,-0.000280963,1.25E+12,1.25E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,8.083333333,3517000000
2/18/2025 0:00,354.11,51631700,-0.004861767,1.25E+12,1.24E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.54285714,3517000000
2/19/2025 0:00,360.56,67094400,0.018214714,1.27E+12,1.27E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,7.296296296,3517000000
2/20/2025 0:00,354.4,45965400,-0.017084545,1.25E+12,1.24E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,13.5,3517000000
2/21/2025 0:00,337.8,74058600,-0.046839747,1.19E+12,1.19E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.54545455,3517000000
2/24/2025 0:00,330.53,76052300,-0.021521579,1.16E+12,1.16E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,15.06896552,3517000000
2/25/2025 0:00,302.8,134228800,-0.083895595,1.06E+12,1.06E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,10.30434783,3517000000
2/26/2025 0:00,290.8,100118300,-0.03963012,1.02E+12,1.02E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,9.034482759,3517000000
2/27/2025 0:00,281.95,101748200,-0.030433205,9.92E+11,9.89E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,18.74193548,3517000000
2/28/2025 0:00,292.98,115697000,0.039120405,1.03E+12,1.03E+12,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,15.7,3517000000
3/3/2025 0:00,284.65,115551400,-0.028432032,1.00E+12,9.99E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,15.48387097,3517000000
3/4/2025 0:00,272.04,126706600,-0.044299967,9.57E+11,9.54E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,17.6969697,3517000000
3/5/2025 0:00,279.1,94042900,0.025952056,9.82E+11,9.79E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,7.806451613,3517000000
3/6/2025 0:00,263.45,98451600,-0.056073069,9.27E+11,9.24E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,10.6969697,3517000000
3/7/2025 0:00,262.67,102369600,-0.002960709,9.24E+11,9.21E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,2.037037037,3517000000
3/10/2025 0:00,222.15,189076900,-0.154262068,7.81E+11,7.79E+11,16.97038358,1.845136833,218.8672348,0.184894137,76389000000,6589000000,13754000000,5923000000,13623000000,16139000000,1583,0.66,197.96,17.64,14.43,14.11904762,3517000000
