ticker,n,order,aic,bic,exog_cols,tabularis_coef,tabularis_se,tabularis_pvalue,soxx_coef,soxx_se,soxx_pvalue,spy_coef,spy_se,spy_pvalue,vix_coef,vix_se,vix_pvalue,ar_L1_coef,ar_L1_pvalue
NVDA,767,"(1, 0, 0)",-3750.0000336829835,-3717.5117584947993,"hf_net_4_lag1,soxx_ret_1d,spy_ret_1d,vix_ret_1d",0.004486857345285384,0.007031913316321716,0.5234277054566505,0.9812153452840654,0.1026758633381364,1.21881419072225e-21,0.2719962723280753,0.2239942061759128,0.22463300199882485,-0.001919294044577247,0.01854898992723342,0.9175886722141594,-0.060045413004395906,0.17260424058635215
AMD,767,"(1, 0, 0)",-3652.064644493524,-3619.57636930534,"hf_net_4_lag1,soxx_ret_1d,spy_ret_1d,vix_ret_1d",-0.0015521859187425178,0.007895118348909559,0.8441400104143642,1.2091437627610593,0.08679287642898402,4.0843912722259905e-44,0.06725549288122072,0.18983896458300856,0.7231316421239486,0.032889973170789254,0.01378260034406772,0.017017001395903602,0.03028976922553047,0.5541307692864252
INTC,767,"(1, 0, 0)",-3251.8058656943094,-3219.3175905061253,"hf_net_4_lag1,soxx_ret_1d,spy_ret_1d,vix_ret_1d",0.001447093498863444,0.007024966971174262,0.8367964373339404,0.843747562043301,0.10854592679382134,7.653687643209794e-15,-0.11918249750096681,0.27093067398390924,0.660009284551633,-0.03219392022298273,0.02250451642821181,0.15255815255314398,0.00029904242386838377,0.9944084776520283
